feature_set	split	species	species_group	chosen_anchor	true_best_anchor	chosen_actual_te_f1	true_best_te_f1	anchor_top1_hit	anchor_top2_hit	regret	predicted_score	predicted_uncertainty_sd	risk_bin
baseline_plus_assembly_kmer	leave_clade_out	red_flour_beetle	insect	cross	insect	0.0030871384254842	0.0059299524368398	0	0	0.0028428140113556	0.6158773515175376	0.2482044222995605	medium_0.60_0.80
baseline_plus_assembly_kmer	leave_clade_out	rice	plant	cross	cross	0.8757886614942711	0.8757886614942711	1	1	0.0	0.8701650820783281	0.10433857773702825	high_ge0.80
baseline_plus_assembly_kmer	leave_clade_out	sorghum	plant	cross	cross	0.9154621597006132	0.9154621597006132	1	1	0.0	0.8780274552868209	0.1018914612530819	high_ge0.80
baseline_plus_assembly_kmer	leave_clade_out	soybean	plant	cross	animal	0.4136761357660033	0.5650860204945004	0	0	0.1514098847284971	0.4968074193371259	0.32397484547374733	low_0.40_0.60
baseline_plus_assembly_kmer	leave_clade_out	teosinte	plant	cross	plant	0.9299634062638152	0.9308197551982428	0	0	0.0008563489344275421	0.4044245922723471	0.3148408701847489	low_0.40_0.60
baseline_plus_assembly_kmer	leave_clade_out	thale_cress	plant	cross	cross	0.7121875392581978	0.7121875392581978	1	1	0.0	0.8356367727357566	0.1471872466532489	high_ge0.80
baseline_plus_assembly_kmer	leave_clade_out	western_clawed_frog	vertebrate	human_h0_ntv3_100m	human_h0_ntv2_500m	0.5191597065847986	0.7676709570719781	0	0	0.24851125048717948	0.4615051555480599	0.19649931524269737	low_0.40_0.60
baseline_plus_assembly_kmer	leave_clade_out	western_honey_bee	insect	insect	insect	0.946524064171123	0.946524064171123	1	1	0.0	0.6023515470741794	0.2089555068803936	medium_0.60_0.80
baseline_plus_assembly_kmer	leave_clade_out	x_laevis	vertebrate	insect	animal	0.2829600934257301	0.4013777654205557	0	0	0.11841767199482561	0.8436295190383156	0.1321905176425655	high_ge0.80
baseline_plus_assembly_kmer	leave_clade_out	zebrafish	vertebrate	human_h0_ntv3_100m	human_h0_ntv2_500m	0.5214699959942013	0.8151318178516959	0	0	0.29366182185749456	0.5411023324394045	0.15887006651191204	low_0.40_0.60
genome_only	leave_species_out	brachypodium	plant	cross	cross	0.8175422271365038	0.8175422271365038	1	1	0.0	0.8939580069966737	0.0636396703731774	high_ge0.80
genome_only	leave_species_out	c_elegans	other	insect	animal	0.8945547202059512	0.9053972034713066	0	0	0.010842483265355418	0.08735793260706344	0.14715344481694131	very_low_lt0.40
genome_only	leave_species_out	cattle	vertebrate	cross	animal	0.9213113792693672	0.9216935615407684	0	1	0.000382182271401188	0.696346609916895	0.2362199776580983	medium_0.60_0.80
genome_only	leave_species_out	chicken	vertebrate	human_h0_ntv3_100m	human_h0_ntv2_500m	0.6195493201860316	0.8516226680157541	0	0	0.23207334782972255	0.6304913522581937	0.1968822846213271	medium_0.60_0.80
genome_only	leave_species_out	fruit_fly	insect	cross	insect	0.942393180917196	0.944818571090276	0	0	0.0024253901730799665	0.7437641215259555	0.22227751954831615	medium_0.60_0.80
genome_only	leave_species_out	horse	vertebrate	animal	cross	0.8913728851560259	0.8925601404845789	0	1	0.0011872553285530163	0.6292362496467152	0.23837394681897653	medium_0.60_0.80
